Year,SiteID,Location,Variety,Rep,%_heading,%_lodge,plant_ht_in,yield_bpa,%_moisture,test_wt_lbpb,straw_tpa,crown_rust,stem_rust,BYDV,septoria_leaf_blight
2020,,Kanawha,Saddle,1,,0,29.50,152.0265572,,36.65,,,,,
2020,,Kanawha,Saddle,2,,0,30.50,132.9224505,,35.40,,,,,
2020,,Kanawha,Saddle,3,,0,34.00,138.5418929,,35.85,,,,,
2020,,Kanawha,Shelby 427,1,,5,34.00,129.0381108,,39.15,,,,,
2020,,Kanawha,Shelby 427,2,,0,36.50,116.5388463,,38.00,,,,,
2020,,Kanawha,Shelby 427,3,,0,36.50,121.9552164,,37.15,,,,,
2020,,Kanawha,Streaker,1,,10,33.50,90.52295855,,45.65,,,,,
2020,,Kanawha,Streaker,2,,40,37.00,80.21021643,,44.15,,,,,
2020,,Kanawha,Streaker,3,,60,37.50,91.34922964,,44.70,,,,,
2020,,Kanawha,Sumo,1,,0,28.50,121.3160382,,38.70,,,,,
2020,,Kanawha,Sumo,2,,5,33.00,125.769646,,38.25,,,,,
2020,,Kanawha,Sumo,3,,5,34.50,111.1531034,,38.70,,,,,
2020,,Kanawha,Warrior,1,,0,30.50,136.947942,,35.65,,,,,
2020,,Kanawha,Warrior,2,,0,33.00,122.3080961,,35.05,,,,,
2020,,Kanawha,Warrior,3,,0,36.00,136.4685583,,34.00,,,,,
2020,,Lewis-Greenfield,Antigo,1,,90,33.00,130.383569,,37.50,,,,,
2020,,Lewis-Greenfield,Antigo,2,,95,33.00,112.2762414,,37.10,,,,,
2020,,Lewis-Greenfield,Antigo,3,,95,33.00,132.5075172,,39.05,,,,,
2020,,Lewis-Greenfield,Deon,1,,95,33.50,124.3189655,,34.60,,,,,
2020,,Lewis-Greenfield,Deon,2,,95,33.50,119.0048276,,35.05,,,,,
2020,,Lewis-Greenfield,Deon,3,,90,34.50,128.370569,,34.35,,,,,
2020,,Lewis-Greenfield,Esker2020,1,,90,34.00,124.0344828,,34.20,,,,,
2020,,Lewis-Greenfield,Esker2020,2,,95,33.00,157.4987586,,34.60,,,,,
2020,,Lewis-Greenfield,Esker2020,3,,95,32.00,141.6303103,,34.20,,,,,
2020,,Lewis-Greenfield,Goliath,1,,95,36.00,81.41327586,,35.55,,,,,
2020,,Lewis-Greenfield,Goliath,2,,95,35.00,136.1756379,,36.75,,,,,
2020,,Lewis-Greenfield,Goliath,3,,95,37.00,46.95786207,,33.95,,,,,
2020,,Lewis-Greenfield,Hayden,1,,95,32.00,65.00203448,,35.10,,,,,
2020,,Lewis-Greenfield,Hayden,2,,90,31.00,130.9804138,,35.15,,,,,
2020,,Lewis-Greenfield,Hayden,3,,95,32.50,138.005431,,35.50,,,,,
2020,,Lewis-Greenfield,Jerry,1,,90,33.50,77.13124138,,37.45,,,,,
2020,,Lewis-Greenfield,Jerry,2,,95,33.50,101.2701724,,37.05,,,,,
2020,,Lewis-Greenfield,Jerry,3,,95,33.00,82.07555172,,35.75,,,,,
2020,,Lewis-Greenfield,MN-Pearl,1,,85,33.00,125.4568966,,35.65,,,,,
2020,,Lewis-Greenfield,MN-Pearl,2,,90,33.00,146.3515862,,34.30,,,,,
2020,,Lewis-Greenfield,MN-Pearl,3,,90,33.00,153.0733448,,33.85,,,,,
2020,,Lewis-Greenfield,Morton,1,,95,35.00,126.308069,,34.40,,,,,
2020,,Lewis-Greenfield,Morton,2,,95,34.50,120.8915172,,34.20,,,,,
2020,,Lewis-Greenfield,Morton,3,,95,36.00,102.7904483,,34.10,,,,,
2020,,Lewis-Greenfield,Natty,1,,95,34.50,138.6273103,,37.35,,,,,
2020,,Lewis-Greenfield,Natty,2,,95,34.00,134.8721379,,38.70,,,,,
2020,,Lewis-Greenfield,Natty,3,,95,33.00,154.2437069,,36.20,,,,,
2020,,Lewis-Greenfield,Ogle,1,,90,32.50,135.4137931,,34.10,,,,,
2020,,Lewis-Greenfield,Ogle,2,,95,32.00,142.2208966,,32.85,,,,,
2020,,Lewis-Greenfield,Ogle,3,,95,31.50,124.7456897,,32.35,,,,,
2020,,Lewis-Greenfield,Reins,1,,15,27.50,129.69,,38.95,,,,,
2020,,Lewis-Greenfield,Reins,2,,90,30.50,,,,,,,,
2020,,Lewis-Greenfield,Reins,3,,95,29.50,137.61,,38.95,,,,,
2020,,Lewis-Greenfield,Rushmore,1,,90,33.50,131.2159655,,38.35,,,,,
2020,,Lewis-Greenfield,Rushmore,2,,90,33.50,137.6890862,,37.70,,,,,
2020,,Lewis-Greenfield,Rushmore,3,,90,33.00,149.919569,,38.50,,,,,
2020,,Lewis-Greenfield,Saber,1,,90,31.50,138.0845172,,37.40,,,,,
2020,,Lewis-Greenfield,Saber,2,,95,31.00,152.8981034,,35.50,,,,,
2020,,Lewis-Greenfield,Saber,3,,95,31.00,130.4546897,,35.85,,,,,
2020,,Lewis-Greenfield,Saddle,1,,40,34.00,136.7400517,,37.10,,,,,
2020,,Lewis-Greenfield,Saddle,2,,35,32.50,145.6972759,,37.80,,,,,
2020,,Lewis-Greenfield,Saddle,3,,40,33.50,149.4040862,,36.40,,,,,
2020,,Lewis-Greenfield,Shelby 427,1,,90,34.00,139.1086552,,40.15,,,,,
2020,,Lewis-Greenfield,Shelby 427,2,,95,33.50,143.5431724,,38.30,,,,,
2020,,Lewis-Greenfield,Shelby 427,3,,95,34.00,133.880431,,39.95,,,,,
2020,,Lewis-Greenfield,Streaker,1,,95,33.00,52.84551724,,45.20,,,,,
2020,,Lewis-Greenfield,Streaker,2,,95,32.50,64.51386207,,45.65,,,,,
2020,,Lewis-Greenfield,Streaker,3,,95,32.50,56.958,,44.15,,,,,
2020,,Lewis-Greenfield,Sumo,1,,65,33.50,119.9965345,,39.75,,,,,
2020,,Lewis-Greenfield,Sumo,2,,30,33.50,131.2057241,,39.85,,,,,
2020,,Lewis-Greenfield,Sumo,3,,40,33.50,134.4078621,,38.85,,,,,
2020,,Lewis-Greenfield,Warrior,1,,60,31.00,121.5600517,,33.95,,,,,
2020,,Lewis-Greenfield,Warrior,2,,15,28.50,137.0911034,,34.80,,,,,
2020,,Lewis-Greenfield,Warrior,3,,95,32.00,81.41327586,,34.05,,,,,
