Year,SiteID,Location,Variety,Rep,%_heading,%_lodge,plant_ht_in,yield_bpa,%_moisture,test_wt_lbpb,straw_tpa,crown_rust,stem_rust,BYDV,septoria_leaf_blight
2019,,Boone,MN 11211,1,,20,41.00,82.71,,35.00,,,,,
2019,,Boone,Saddle,1,,5,40.00,103.61,,35.20,,,,,
2019,,Boone,Natty,1,,60,45.50,78.29,,36.25,,,,,
2019,,Boone,Shelby 427,1,,80,44.00,69.79,,34.55,,,,,
2019,,Boone,Reins,1,,65,35.00,86.24,,36.25,,,,,
2019,,Boone,Horsepower,1,,95,35.00,55.56,,31.05,,,,,
2019,,Boone,Jerry,1,,95,40.00,56.30,,32.50,,,,,
2019,,Boone,Esker,1,,80,39.50,74.81,,32.05,,,,,
2019,,Boone,Goliath,1,,95,53.00,42.06,,32.25,,,,,
2019,,Boone,Ron,1,,25,39.50,80.08,,34.05,,,,,
2019,,Boone,Excel,1,,70,38.50,60.44,,28.85,,,,,
2019,,Boone,Deon,1,,50,43.50,47.28,,34.15,,,,,
2019,,Boone,Sumo,1,,10,43.00,71.85,,38.00,,,,,
2019,,Boone,MN 11211,2,,25,36.50,86.06,,34.45,,,,,
2019,,Boone,Reins,2,,30,37.50,89.75,,36.20,,,,,
2019,,Boone,Deon,2,,20,41.50,70.82,,33.25,,,,,
2019,,Boone,Horsepower,2,,95,37.50,54.99,,29.75,,,,,
2019,,Boone,Esker,2,,65,40.50,83.77,,34.15,,,,,
2019,,Boone,Jerry,2,,95,42.00,62.37,,32.95,,,,,
2019,,Boone,Excel,2,,85,38.50,75.08,,29.30,,,,,
2019,,Boone,Goliath,2,,90,51.50,45.32,,32.30,,,,,
2019,,Boone,Hayden,2,,70,41.00,69.63,,33.95,,,,,
2019,,Boone,Saddle,2,,5,44.00,105.94,,35.60,,,,,
2019,,Boone,Antigo,2,,85,41.00,84.09,,37.75,,,,,
2019,,Boone,Natty,2,,85,47.50,82.43,,34.95,,,,,
2019,,Boone,Sumo,2,,10,43.00,62.31,,38.30,,,,,
2019,,Boone,Ron,2,,20,42.00,68.05,,34.00,,,,,
2019,,Boone,Shelby 427,2,,90,45.50,53.84,,34.90,,,,,
2019,,Boone,Warrior,2,,5,40.50,85.47,,34.15,,,,,
2019,,Boone,Saddle,3,,5,41.00,104.88,,36.50,,,,,
2019,,Boone,Jerry,3,,95,41.50,56.72,,33.85,,,,,
2019,,Boone,Sumo,3,,5,42.00,82.10,,37.80,,,,,
2019,,Boone,Shelby 427,3,,90,42.00,80.56,,37.10,,,,,
2019,,Boone,Hayden,3,,50,38.50,71.31,,35.35,,,,,
2019,,Boone,Antigo,3,,40,39.00,77.82,,39.45,,,,,
2019,,Boone,Deon,3,,25,44.00,68.97,,33.85,,,,,
2019,,Boone,Reins,3,,65,35.00,98.23,,37.25,,,,,
2019,,Boone,Goliath,3,,95,44.50,55.08,,32.70,,,,,
2019,,Boone,Excel,3,,75,39.50,62.61,,30.10,,,,,
2019,,Boone,Warrior,3,,5,40.00,89.83,,33.50,,,,,
2019,,Boone,Ron,3,,50,43.50,53.77,,32.90,,,,,
2019,,Boone,Esker,3,,35,40.50,68.41,,32.80,,,,,
2019,,Boone,MN 11211,3,,30,41.00,71.46,,34.35,,,,,
2019,,Boone,Horsepower,3,,95,37.00,36.27,,28.90,,,,,
2019,,Boone,Natty,3,,70,44.00,53.33,,36.35,,,,,
2019,,Kanawha,Antigo,1,,25,39.50,57.29,,39.85,,,,,
2019,,Kanawha,Warrior,1,,0,44.00,64.29,,35.55,,,,,
2019,,Kanawha,Hayden,1,,5,43.00,66.30,,38.05,,,,,
2019,,Kanawha,MN 11211,1,,0,44.50,76.20,,36.40,,,,,
2019,,Kanawha,Saddle,1,,0,46.00,95.73,,35.65,,,,,
2019,,Kanawha,Natty,1,,5,47.50,67.01,,38.20,,,,,
2019,,Kanawha,Shelby 427,1,,5,44.00,71.70,,37.75,,,,,
2019,,Kanawha,Reins,1,,15,39.50,84.52,,38.00,,,,,
2019,,Kanawha,Horsepower,1,,65,40.50,40.38,,33.05,,,,,
2019,,Kanawha,Jerry,1,,50,42.00,36.22,,37.20,,,,,
2019,,Kanawha,Esker,1,,5,42.50,78.50,,34.05,,,,,
2019,,Kanawha,Goliath,1,,30,51.50,42.65,,36.40,,,,,
2019,,Kanawha,Ron,1,,0,46.50,63.07,,35.60,,,,,
2019,,Kanawha,Excel,1,,55,43.00,60.74,,33.85,,,,,
2019,,Kanawha,Deon,1,,0,48.00,76.98,,36.55,,,,,
2019,,Kanawha,Sumo,1,,5,45.50,95.13,,39.00,,,,,
2019,,Kanawha,MN 11211,2,,0,37.50,65.14,,34.90,,,,,
2019,,Kanawha,Reins,2,,5,32.00,64.22,,38.05,,,,,
2019,,Kanawha,Deon,2,,0,41.50,66.13,,36.05,,,,,
2019,,Kanawha,Horsepower,2,,10,36.00,42.14,,35.45,,,,,
2019,,Kanawha,Esker,2,,5,39.50,58.89,,34.55,,,,,
2019,,Kanawha,Jerry,2,,0,40.00,48.65,,37.40,,,,,
2019,,Kanawha,Excel,2,,0,37.00,61.62,,34.60,,,,,
2019,,Kanawha,Goliath,2,,5,51.00,65.29,,36.90,,,,,
2019,,Kanawha,Hayden,2,,5,44.00,71.35,,38.70,,,,,
2019,,Kanawha,Saddle,2,,0,41.50,97.05,,36.00,,,,,
2019,,Kanawha,Antigo,2,,30,39.00,67.35,,39.05,,,,,
2019,,Kanawha,Natty,2,,5,47.50,72.41,,37.50,,,,,
2019,,Kanawha,Sumo,2,,5,42.50,82.00,,38.75,,,,,
2019,,Kanawha,Ron,2,,0,43.50,85.86,,36.00,,,,,
2019,,Kanawha,Shelby 427,2,,5,44.00,76.30,,37.30,,,,,
2019,,Kanawha,Warrior,2,,0,43.00,71.18,,35.60,,,,,
2019,,Kanawha,Saddle,3,,0,41.50,90.17,,36.50,,,,,
2019,,Kanawha,Jerry,3,,5,44.50,36.11,,37.60,,,,,
2019,,Kanawha,Sumo,3,,5,41.50,62.22,,38.50,,,,,
2019,,Kanawha,Shelby 427,3,,5,42.00,61.58,,37.35,,,,,
2019,,Kanawha,Hayden,3,,5,41.50,77.61,,37.80,,,,,
2019,,Kanawha,Antigo,3,,50,40.50,51.64,,39.95,,,,,
2019,,Kanawha,Deon,3,,0,43.50,50.60,,36.85,,,,,
2019,,Kanawha,Reins,3,,15,36.50,83.90,,37.80,,,,,
2019,,Kanawha,Goliath,3,,10,50.50,46.20,,37.00,,,,,
2019,,Kanawha,Excel,3,,20,39.50,55.61,,34.50,,,,,
2019,,Kanawha,Warrior,3,,0,40.50,63.69,,35.70,,,,,
2019,,Kanawha,Ron,3,,0,44.50,66.34,,35.75,,,,,
2019,,Kanawha,Esker,3,,5,42.50,64.01,,34.55,,,,,
2019,,Kanawha,MN 11211,3,,0,41.00,54.82,,36.85,,,,,
2019,,Kanawha,Horsepower,3,,15,37.50,39.27,,35.30,,,,,
2019,,Kanawha,Natty,3,,5,45.00,62.42,,36.85,,,,,
2019,,Charles City,Antigo,1,,,37.00,64.90,,39.95,,,,,
2019,,Charles City,Warrior,1,,,35.00,65.54,,34.30,,,,,
2019,,Charles City,Hayden,1,,,37.00,60.88,,37.60,,,,,
2019,,Charles City,MN 11211,1,,,40.50,84.97,,35.35,,,,,
2019,,Charles City,Saddle,1,,,37.50,82.75,,34.40,,,,,
2019,,Charles City,Natty,1,,,39.50,71.39,,38.15,,,,,
2019,,Charles City,Shelby 427,1,,,35.00,66.48,,37.70,,,,,
2019,,Charles City,Reins,1,,,31.50,74.64,,38.05,,,,,
2019,,Charles City,Horsepower,1,,,33.50,54.05,,34.70,,,,,
2019,,Charles City,Jerry,1,,,37.00,54.74,,35.75,,,,,
2019,,Charles City,Esker,1,,,36.00,72.01,,32.80,,,,,
2019,,Charles City,Goliath,1,,,47.00,59.59,,36.60,,,,,
2019,,Charles City,Ron,1,,,37.50,50.27,,34.80,,,,,
2019,,Charles City,Excel,1,,,33.50,72.94,,33.75,,,,,
2019,,Charles City,Deon,1,,,37.00,64.92,,34.05,,,,,
2019,,Charles City,Sumo,1,,,36.50,62.94,,37.75,,,,,
2019,,Charles City,MN 11211,2,,,41.00,89.39,,34.40,,,,,
2019,,Charles City,Reins,2,,,37.00,95.23,,36.30,,,,,
2019,,Charles City,Deon,2,,,40.50,66.24,,34.65,,,,,
2019,,Charles City,Horsepower,2,,,36.00,59.62,,31.80,,,,,
2019,,Charles City,Esker,2,,,40.50,89.73,,31.80,,,,,
2019,,Charles City,Jerry,2,,,42.50,55.98,,34.75,,,,,
2019,,Charles City,Excel,2,,,42.00,82.84,,33.45,,,,,
2019,,Charles City,Goliath,2,,,48.50,66.85,,36.10,,,,,
2019,,Charles City,Hayden,2,,,40.50,63.97,,35.85,,,,,
2019,,Charles City,Saddle,2,,,38.50,93.97,,33.65,,,,,
2019,,Charles City,Antigo,2,,,39.00,78.90,,38.35,,,,,
2019,,Charles City,Natty,2,,,43.00,71.47,,36.75,,,,,
2019,,Charles City,Sumo,2,,,41.00,62.30,,36.60,,,,,
2019,,Charles City,Ron,2,,,41.50,52.03,,32.80,,,,,
2019,,Charles City,Shelby 427,2,,,41.50,48.06,,34.55,,,,,
2019,,Charles City,Warrior,2,,,39.50,102.67,,32.60,,,,,
2019,,Charles City,Saddle,3,,,42.00,89.21,,33.75,,,,,
2019,,Charles City,Jerry,3,,,42.00,52.29,,32.80,,,,,
2019,,Charles City,Sumo,3,,,43.00,81.01,,37.30,,,,,
2019,,Charles City,Shelby 427,3,,,38.50,72.58,,35.75,,,,,
2019,,Charles City,Hayden,3,,,43.50,81.69,,36.85,,,,,
2019,,Charles City,Antigo,3,,,41.50,74.31,,37.50,,,,,
2019,,Charles City,Deon,3,,,43.50,70.53,,33.55,,,,,
2019,,Charles City,Reins,3,,,41.00,101.18,,36.75,,,,,
2019,,Charles City,Goliath,3,,,43.00,57.47,,32.70,,,,,
2019,,Charles City,Excel,3,,,39.00,76.62,,33.65,,,,,
2019,,Charles City,Warrior,3,,,41.50,74.88,,32.50,,,,,
2019,,Charles City,Ron,3,,,42.50,70.80,,33.50,,,,,
2019,,Charles City,Esker,3,,,38.50,87.72,,35.65,,,,,
2019,,Charles City,MN 11211,3,,,42.50,77.12,,35.40,,,,,
2019,,Charles City,Horsepower,3,,,38.00,55.97,,31.25,,,,,
2019,,Charles City,Natty,3,,,40.50,70.95,,37.85,,,,,
2019,,Nashua,Antigo,1,,15,,124.174458,,38.905,1.536327692,,,,
2019,,Nashua,Antigo,2,,40,,123.2839151,,38.93833333,1.351968369,,,,
2019,,Nashua,Antigo,3,,40,,117.5465252,,39.04666667,1.351968369,,,,
2019,,Nashua,Antigo,4,,15,,118.5491883,,39.08,1.290515262,,,,
2019,,Nashua,Deon,1,,5,,118.8354801,,35.49166667,2.1091752,,,,
2019,,Nashua,Deon,2,,2,,118.2483466,,35.69166667,1.946930954,,,,
2019,,Nashua,Deon,3,,2,,112.9012378,,35.68333333,1.838768123,,,,
2019,,Nashua,Deon,4,,2,,118.6249337,,35.25,2.141624049,,,,
2019,,Nashua,Esker 2020,1,,50,,133.2861538,,33.65333333,1.655011938,,,,
2019,,Nashua,Esker 2020,2,,5,,132.1067515,,33.70333333,1.477689231,,,,
2019,,Nashua,Esker 2020,3,,10,,127.1601945,,33.57,1.655011938,,,,
2019,,Nashua,Esker 2020,4,,45,,134.296092,,33.76166667,1.5367968,,,,
2019,,Nashua,Excel,1,,10,,124.8664368,,34.395,1.357865723,,,,
2019,,Nashua,Excel,2,,45,,134.1441733,,34.48666667,1.419586892,,,,
2019,,Nashua,Excel,3,,25,,130.6757206,,34.76166667,1.234423385,,,,
2019,,Nashua,Excel,4,,30,,133.3118302,,34.75333333,1.419586892,,,,
2019,,Nashua,Goliath,1,,40,,125.2391724,,36.47833333,2.182020923,,,,
2019,,Nashua,Goliath,2,,40,,121.1823024,,36.42833333,2.064073846,,,,
2019,,Nashua,Goliath,3,,5,,113.0685623,,36.81166667,1.592285538,,,,
2019,,Nashua,Goliath,4,,40,,135.2632361,,36.62,1.946126769,,,,
2019,,Nashua,Hayden,1,,10,,128.3537188,,36.23333333,1.966030338,,,,
2019,,Nashua,Hayden,2,,5,,121.2327993,,36.20833333,1.5489936,,,,
2019,,Nashua,Hayden,3,,25,,134.9302989,,36.40833333,1.429840246,,,,
2019,,Nashua,Hayden,4,,15,,140.0373333,,36.34166667,1.727723631,,,,
2019,,Nashua,Horsepower,1,,80,,118.4285093,,35.69166667,1.478091323,,,,
2019,,Nashua,Horsepower,2,,80,,123.6609302,,36.11666667,1.293329908,,,,
2019,,Nashua,Horsepower,3,,80,,111.9734642,,36.50833333,1.108568492,,,,
2019,,Nashua,Horsepower,4,,80,,129.7068647,,36.04166667,1.108568492,,,,
2019,,Nashua,Jerry,1,,80,,117.4027374,,36.675,1.960065969,,,,
2019,,Nashua,Jerry,2,,60,,121.775855,,36.76666667,1.776309785,,,,
2019,,Nashua,Jerry,3,,70,,122.4883749,,36.59166667,1.653805662,,,,
2019,,Nashua,Jerry,4,,80,,121.6954023,,36.525,1.470049477,,,,
2019,,Nashua,MN11211Pearl,1,,2,,141.0318656,,34.85166667,1.568361046,,,,
2019,,Nashua,MN11211Pearl,2,,2,,137.5955084,,34.92666667,1.514279631,,,,
2019,,Nashua,MN11211Pearl,3,,5,,136.0121309,,34.97666667,1.622442462,,,,
2019,,Nashua,MN11211Pearl,4,,5,,147.662366,,34.76,1.730605292,,,,
2019,,Nashua,Natty,1,,20,,139.7146667,,37.385,1.641876923,,,,
2019,,Nashua,Natty,2,,40,,139.8725765,,37.26,1.583238462,,,,
2019,,Nashua,Natty,3,,20,,131.5812414,,36.99333333,1.465961538,,,,
2019,,Nashua,Natty,4,,35,,129.7847498,,37.67666667,1.67706,,,,
2019,,Nashua,Reins,1,,50,,140.4177719,,37.025,1.5298272,,,,
2019,,Nashua,Reins,2,,10,,130.8879788,,37.03333333,1.294469169,,,,
2019,,Nashua,Reins,3,,30,,128.7671088,,37.13333333,1.353308677,,,,
2019,,Nashua,Reins,4,,35,,124.2737401,,37.43333333,1.117950646,,,,
2019,,Nashua,Ron,1,,2,,120.5408205,,34.425,1.739183262,,,,
2019,,Nashua,Ron,2,,5,,132.3211494,,34.325,1.847882215,,,,
2019,,Nashua,Ron,3,,5,,124.0062776,,34.07166667,1.608744517,,,,
2019,,Nashua,Ron,4,,2,,133.4761592,,34.175,1.793532738,,,,
2019,,Nashua,Saddle,1,,2,,142.9905464,,36.12833333,2.435339077,,,,
2019,,Nashua,Saddle,2,,2,,144.9179876,,35.90333333,2.170628308,,,,
2019,,Nashua,Saddle,3,,2,,142.844191,,36.15333333,1.937682831,,,,
2019,,Nashua,Saddle,4,,2,,137.6391583,,35.92833333,1.535322462,,,,
2019,,Nashua,Shelby 427,1,,30,,136.907809,,37.16666667,1.737440862,,,,
2019,,Nashua,Shelby 427,2,,40,,125.1689903,,37.35,1.677529108,,,,
2019,,Nashua,Shelby 427,3,,15,,116.7419982,,37.275,1.198235077,,,,
2019,,Nashua,Shelby 427,4,,45,,115.9460301,,37.35833333,1.294093883,,,,
2019,,Nashua,Sumo,1,,10,,126.9569231,,37.97,1.4653584,,,,
2019,,Nashua,Sumo,2,,5,,115.3075438,,37.82833333,1.578078277,,,,
2019,,Nashua,Sumo,3,,10,,129.6272679,,38.03666667,1.634438215,,,,
2019,,Nashua,Sumo,4,,30,,135.9513634,,37.695,1.578078277,,,,
2019,,Nashua,Warrior,1,,2,,118.7276393,,33.49666667,2.0307672,,,,
2019,,Nashua,Warrior,2,,2,,104.7631052,,33.09666667,1.718341477,,,,
2019,,Nashua,Warrior,3,,2,,115.704244,,33.58833333,1.978696246,,,,
2019,,Nashua,Warrior,4,,2,,119.9228753,,33.59666667,1.666270523,,,,
2020,,Boone,Antigo,1,,65,34.00,115.9790577,,38.90,,,,,
2020,,Boone,Antigo,2,,30,32.00,102.2217537,,39.90,,,,,
2020,,Boone,Antigo,3,,35,30.00,115.7122679,,40.85,,,,,
2020,,Boone,Deon,1,,30,34.00,129.7827245,,36.65,,,,,
2020,,Boone,Deon,2,,15,34.00,106.8221379,,38.45,,,,,
2020,,Boone,Deon,3,,15,32.00,115.5136771,,36.35,,,,,
2020,,Boone,Esker2020,1,,40,30.00,126.2952475,,36.00,,,,,
2020,,Boone,Esker2020,2,,55,30.50,136.3783251,,35.00,,,,,
2020,,Boone,Esker2020,3,,30,30.00,117.8997762,,34.35,,,,,
2020,,Boone,Goliath,1,,95,36.00,109.7762069,,38.05,,,,,
2020,,Boone,Goliath,2,,95,34.50,109.5365911,,36.85,,,,,
2020,,Boone,Goliath,3,,95,35.00,85.06909814,,37.20,,,,,
2020,,Boone,Hayden,1,,70,32.00,92.83331512,,37.85,,,,,
2020,,Boone,Hayden,2,,65,33.00,108.0535961,,38.05,,,,,
2020,,Boone,Hayden,3,,90,30.50,111.1218103,,35.25,,,,,
2020,,Boone,Jerry,1,,90,33.00,105.7291721,,38.05,,,,,
2020,,Boone,Jerry,2,,90,32.00,94.89857143,,38.30,,,,,
2020,,Boone,Jerry,3,,90,32.50,84.29880637,,39.95,,,,,
2020,,Boone,MN-Pearl,1,,35,33.50,106.940618,,37.80,,,,,
2020,,Boone,MN-Pearl,2,,20,31.50,98.66804926,,36.15,,,,,
2020,,Boone,MN-Pearl,3,,25,33.00,110.0891379,,37.40,,,,,
2020,,Boone,Morton,1,,65,35.50,90.21213042,,36.35,,,,,
2020,,Boone,Morton,2,,75,35.50,112.6325222,,35.05,,,,,
2020,,Boone,Morton,3,,45,35.00,97.66156333,,34.90,,,,,
2020,,Boone,Natty,1,,20,33.50,115.2763571,,39.60,,,,,
2020,,Boone,Natty,2,,10,34.50,115.3970443,,37.55,,,,,
2020,,Boone,Natty,3,,25,32.00,111.9510776,,37.25,,,,,
2020,,Boone,Ogle,1,,20,27.50,110.0891379,,35.05,,,,,
2020,,Boone,Ogle,2,,30,30.00,113.2434828,,33.80,,,,,
2020,,Boone,Ogle,3,,20,30.00,120.6060279,,34.40,,,,,
2020,,Boone,Reins,1,,5,26.50,119.8885268,,38.00,,,,,
2020,,Boone,Reins,2,,5,26.50,112.4411872,,39.45,,,,,
2020,,Boone,Reins,3,,5,25.50,126.9922281,,39.65,,,,,
2020,,Boone,Rushmore,1,,70,34.50,134.0832025,,39.00,,,,,
2020,,Boone,Rushmore,2,,45,34.00,127.1531182,,39.3,,,,,
2020,,Boone,Rushmore,3,,55,30.00,133.7563528,,39.55,,,,,
2020,,Boone,Saber,1,,5,28.00,113.0368863,,36.60,,,,,
2020,,Boone,Saber,2,,15,28.00,107.4301182,,35.65,,,,,
2020,,Boone,Saber,3,,35,27.50,131.483992,,38.20,,,,,
2020,,Boone,Saddle,1,,5,33.00,127.8877876,,37.90,,,,,
2020,,Boone,Saddle,2,,0,31.00,122.5312759,,38.25,,,,,
2020,,Boone,Saddle,3,,10,28.50,121.9407991,,37.65,,,,,
2020,,Boone,Shelby 427,1,,65,33.00,109.0877586,,39.55,,,,,
2020,,Boone,Shelby 427,2,,40,33.50,109.2755172,,39.45,,,,,
2020,,Boone,Shelby 427,3,,95,32.50,102.7942341,,39.45,,,,,
2020,,Boone,Streaker,1,,80,33.00,101.8420109,,47.10,,,,,
2020,,Boone,Streaker,2,,95,30.00,70.24199015,,48.10,,,,,
2020,,Boone,Streaker,3,,95,31.00,87.98176393,,45.35,,,,,
2020,,Boone,Sumo,1,,10,32.50,111.7585166,,39.50,,,,,
2020,,Boone,Sumo,2,,15,31.00,95.13937931,,39.10,,,,,
2020,,Boone,Sumo,3,,15,32.00,106.683004,,39.15,,,,,
2020,,Boone,Warrior,1,,5,31.00,101.2942267,,35.65,,,,,
2020,,Boone,Warrior,2,,5,31.50,114.3479803,,35.20,,,,,
2020,,Boone,Warrior,3,,5,29.00,125.1928747,,36.00,,,,,
2020,,Nashua,Antigo,1,,2,33,133.822045,,37.15333333,2.264805028,,,,
2020,,Nashua,Antigo,2,,2,30.5,133.4634038,,37.02,2.218584517,,,,
2020,,Nashua,Antigo,3,,2,32.5,107.9153932,,37.15333333,2.218584517,,,,
2020,,Nashua,Deon,1,,2,37,122.0887619,,34.04666667,2.13653088,,,,
2020,,Nashua,Deon,2,,2,36,120.1448105,,33.81333333,2.341966542,,,,
2020,,Nashua,Deon,3,,2,39,107.1624951,,33.93333333,2.13653088,,,,
2020,,Nashua,Esker 2020,1,,2,32,139.5114366,,33.34666667,2.27174112,,,,
2020,,Nashua,Esker 2020,2,,2,33,145.7528707,,33.32333333,2.27174112,,,,
2020,,Nashua,Esker 2020,3,,2,34.5,128.6407975,,33.18,2.009617145,,,,
2020,,Nashua,Morton,1,,2,41.5,110.1517241,,33.83,2.044465145,,,,
2020,,Nashua,Morton,2,,2,39,107.4341679,,33.59666667,2.294807815,,,,
2020,,Nashua,Morton,3,,2,40,106.1474493,,33.95333333,2.211360258,,,,
2020,,Nashua,Goliath,1,,2,42,136.3267357,,36.26,2.586659815,,,,
2020,,Nashua,Goliath,2,,2,40,125.1384547,,36.22666667,2.629770812,,,,
2020,,Nashua,Goliath,3,,2,41.5,123.7299803,,36.29333333,2.543548818,,,,
2020,,Nashua,Hayden,1,,2,35,138.7941542,,35.82,2.368162855,,,,
2020,,Nashua,Hayden,2,,2,35.5,132.4280654,,35.90666667,2.587437194,,,,
2020,,Nashua,Hayden,3,,2,33.5,119.3268931,,35.90666667,2.412017723,,,,
2020,,Nashua,Ogle,1,,2,33,126.1737931,,32.60333333,2.239814991,,,,
2020,,Nashua,Ogle,2,,2,31.5,133.923094,,32.93666667,2.35293696,,,,
2020,,Nashua,Ogle,3,,2,35,131.8110037,,32.64666667,2.398185748,,,,
2020,,Nashua,Jerry,1,,2,36.5,116.5749636,,35.96333333,1.742855705,,,,
2020,,Nashua,Jerry,2,,2,35.5,110.8934406,,35.85333333,1.985531815,,,,
2020,,Nashua,Jerry,3,,2,36.5,107.5923676,,35.84,2.029654745,,,,
2020,,Nashua,MN Pearl,1,,2,37.5,144.7055224,,34.64333333,1.583540031,,,,
2020,,Nashua,MN Pearl,2,,2,37,138.6707418,,34.65333333,1.8504288,,,,
2020,,Nashua,MN Pearl,3,,2,35,124.7276324,,34.79666667,1.743673292,,,,
2020,,Nashua,Natty,1,,2,38,119.0138068,,35.37666667,1.902761114,,,,
2020,,Nashua,Natty,2,,2,37.5,124.6998853,,35.52,2.522264732,,,,
2020,,Nashua,Natty,3,,2,37,115.5967759,,35.33333333,2.832016542,,,,
2020,,Nashua,Reins,1,,2,27,144.6993103,,36.37,1.977677612,,,,
2020,,Nashua,Reins,2,,2,27,135.9689227,,36.37,2.247360923,,,,
2020,,Nashua,Reins,3,,2,26,125.0531428,,36.37,1.618099865,,,,
2020,,Nashua,Rushmore,1,,2,34.5,155.1081886,,36.99,2.580095658,,,,
2020,,Nashua,Rushmore,2,,2,33.5,139.3731154,,37.09,2.200081569,,,,
2020,,Nashua,Rushmore,3,,2,35,133.6787542,,37.44666667,1.960072671,,,,
2020,,Nashua,Saddle,1,,2,32,147.5895611,,35.05666667,2.428376178,,,,
2020,,Nashua,Saddle,2,,2,32,148.3060152,,35.33666667,2.428376178,,,,
2020,,Nashua,Saddle,3,,2,31,134.8954839,,35.12333333,2.520013015,,,,
2020,,Nashua,Shelby 427,1,,2,35,127.1706169,,36.77333333,2.30589216,,,,
2020,,Nashua,Shelby 427,2,,2,36,119.6685548,,36.58666667,2.61630072,,,,
2020,,Nashua,Shelby 427,3,,2,35.5,113.4937965,,36.69666667,2.08417176,,,,
2020,,Nashua,Sumo,1,,2,33,122.6602687,,37.80666667,2.060863809,,,,
2020,,Nashua,Sumo,2,,2,32,119.1119569,,37.83,1.973167477,,,,
2020,,Nashua,Sumo,3,,2,32.5,113.1641448,,37.83,2.236256474,,,,
2020,,Nashua,Warrior,1,,2,32.5,123.7241824,,34.9,2.25788904,,,,
2020,,Nashua,Warrior,2,,2,30,134.8673227,,34.96666667,2.25788904,,,,
2020,,Nashua,Warrior,3,,2,32.5,120.8008009,,34.86666667,2.59870248,,,,
2020,,Nashua,Saber,1,,2,33,140.1019937,,34.56,1.951454492,,,,
2020,,Nashua,Saber,2,,2,34,125.5534183,,34.61666667,1.864723182,,,,
2020,,Nashua,Saber,3,,2,30.5,115.2443467,,34.60666667,1.604529249,,,,
2020,,Nashua,Streaker,1,,2,35,83.64126294,,42.51,2.150858769,,,,
2020,,Nashua,Streaker,2,,2,37,78.54118593,,42.45333333,2.7961164,,,,
2020,,Nashua,Streaker,3,,2,35,80.51661162,,42.47666667,1.978790068,,,,
2020,,Kanawha,Antigo,1,,80,32.50,144.2332428,,39.45,,,,,
2020,,Kanawha,Antigo,2,,80,32.00,131.7666031,,38.85,,,,,
2020,,Kanawha,Antigo,3,,75,36.50,127.781726,,38.85,,,,,
2020,,Kanawha,Deon,1,,0,32.50,117.6820433,,35.05,,,,,
2020,,Kanawha,Deon,2,,0,34.00,93.62363903,,33.90,,,,,
2020,,Kanawha,Deon,3,,5,39.50,114.2970616,,34.40,,,,,
2020,,Kanawha,Esker2020,1,,25,31.00,91.14282832,,33.30,,,,,
2020,,Kanawha,Esker2020,2,,30,32.00,140.0599413,,32.95,,,,,
2020,,Kanawha,Esker2020,3,,10,34.00,136.782821,,32.25,,,,,
2020,,Kanawha,Goliath,1,,10,42.50,119.8752238,,37.25,,,,,
2020,,Kanawha,Goliath,2,,15,40.50,115.5847395,,36.40,,,,,
2020,,Kanawha,Goliath,3,,15,41.00,96.81154072,,36.50,,,,,
2020,,Kanawha,Hayden,1,,10,32.50,120.831328,,35.95,,,,,
2020,,Kanawha,Hayden,2,,0,33.50,122.2375202,,36.05,,,,,
2020,,Kanawha,Hayden,3,,10,34.50,126.7037784,,35.05,,,,,
2020,,Kanawha,Jerry,1,,10,32.00,87.3377201,,37.80,,,,,
2020,,Kanawha,Jerry,2,,10,35.50,111.7283639,,37.95,,,,,
2020,,Kanawha,Jerry,3,,45,36.00,108.1489655,,37.60,,,,,
2020,,Kanawha,MN-Pearl,1,,0,35.50,128.2418012,,35.55,,,,,
2020,,Kanawha,MN-Pearl,2,,0,36.00,123.507887,,35.20,,,,,
2020,,Kanawha,MN-Pearl,3,,5,38.50,122.1669442,,34.20,,,,,
2020,,Kanawha,Morton,1,,10,41.00,117.3458089,,36.05,,,,,
2020,,Kanawha,Morton,2,,5,41.00,102.6520323,,34.60,,,,,
2020,,Kanawha,Morton,3,,5,42.00,88.59011005,,34.55,,,,,
2020,,Kanawha,Natty,1,,5,34.00,140.9854182,,38.10,,,,,
2020,,Kanawha,Natty,2,,5,38.00,111.6651119,,37.00,,,,,
2020,,Kanawha,Natty,3,,0,35.50,118.5036537,,36.00,,,,,
2020,,Kanawha,Ogle,1,,5,31.00,108.4845341,,32.30,,,,,
2020,,Kanawha,Ogle,2,,0,34.50,128.2990609,,32.15,,,,,
2020,,Kanawha,Ogle,3,,0,34.50,114.4948074,,31.95,,,,,
2020,,Kanawha,Reins,1,,5,25.50,135.3912766,,37.55,,,,,
2020,,Kanawha,Reins,2,,0,25.50,130.7226119,,38.15,,,,,
2020,,Kanawha,Reins,3,,0,28.00,134.0782979,,36.65,,,,,
2020,,Kanawha,Rushmore,1,,5,33.50,137.0970836,,38.60,,,,,
2020,,Kanawha,Rushmore,2,,0,34.50,126.6305393,,38.95,,,,,
2020,,Kanawha,Rushmore,3,,0,36.00,125.1890591,,38.45,,,,,
2020,,Kanawha,Saber,1,,5,30.50,134.6961702,,37.05,,,,,
2020,,Kanawha,Saber,2,,0,31.00,137.254215,,34.55,,,,,
2020,,Kanawha,Saber,3,,0,34.50,124.5438885,,34.90,,,,,
